Time,channel,PacketID,Temperature(degree C),Humidity(%),Pressure(hPa),Voltage(V),RSSI,Lat,Lon,Height(m),Distance(km),Sat,SNR,Speed(km/hr),Direction(degree),angle(degree)
2021/09/06 13:04:51.000000,2,0,-17.72,9.6,309.300585,1.027956989247312,-116.0,24.8884,121.57363,9654.25,17.375966944313376,5,3,36.99,267.94,28.067371895530144
2021/09/06 13:05:46.000000,2,1,-18.79,7.6,303.01023399999997,0.9935483870967743,-115.0,24.88723,121.56809,9798.68,17.83324559981589,8,4,38.97,251.95,27.818138648254536
2021/09/06 13:05:47.000000,2,2,-18.67,7.4,302.894375,0.9591397849462366,-119.0,24.8872,121.56798,9803.35,17.84209284838727,8,0,40.37,252.13,27.818143157046606
2021/09/06 13:04:47.000000,2,3,-17.42,9.5,309.823164,0.9548387096774195,-115.0,24.88837,121.574,9631.64,17.340632762330944,8,4,37.82,267.5,28.057674238037514
2021/09/06 11:46:32.000000,2,6,32.85,64.6,973.68875,1.5010752688172042,-55.0,24.82307,121.72988,386.26,0.0015033209810700581,5,9,0.49,210.72,-61.76863328926598
2021/09/06 11:46:33.000000,2,7,32.92,64.8,973.677578,1.5032258064516129,-55.0,24.82307,121.72988,386.52,0.0015033209810700581,6,10,0.36,210.72,-59.38046450380022
2021/09/06 11:46:34.000000,2,8,32.96,64.9,973.69,1.4989247311827958,-54.0,24.82309,121.72988,386.48,0.0015033209259899924,6,9,0.08,210.72,-59.771392050871185
2021/09/06 11:46:35.000000,2,9,32.99,64.8,973.676406,1.5032258064516129,-61.0,24.82309,121.72989,386.51,0.002307017481671456,6,9,0.14,210.72,-47.863954291945944
2021/09/06 11:46:36.000000,2,10,33.01,64.4,973.602734,1.4967741935483871,-48.0,24.8231,121.72989,386.57,0.0030066417991519716,6,9,0.55,210.72,-39.63041558005502
2021/09/06 11:46:37.000000,2,11,33.07,64.2,973.575859,1.5053763440860215,-49.0,24.8231,121.72989,386.49,0.0030066417991519716,6,9,0.18,210.72,-40.52296963562121
2021/09/06 11:46:38.000000,2,12,33.09,63.7,973.580156,1.5032258064516129,-55.0,24.8231,121.72989,386.27,0.0030066417991519716,6,9,0.25,210.72,-42.85964240564583
2021/09/06 11:46:39.000000,2,13,33.13,63.1,973.572031,1.5032258064516129,-54.0,24.8231,121.72989,386.12,0.0030066417991519716,6,9,0.37,210.72,-44.35793442299511
2021/09/06 11:46:40.000000,2,14,33.16,63.4,973.60875,1.5010752688172042,-54.0,24.8231,121.72989,386.03,0.0030066417991519716,6,9,0.61,210.72,-45.22169936380767
2021/09/06 11:46:41.000000,2,15,33.2,63.5,973.558906,1.5010752688172042,-51.0,24.8231,121.72989,385.95,0.0030066417991519716,6,9,0.52,210.72,-45.9680843389025
