Time,channel,PacketID,Temperature(degree C),Humidity(%),Pressure(hPa),Voltage(V),RSSI,Lat,Lon,Height(m),Distance(km),Sat,SNR,Speed(km/hr),Direction(degree),angle(degree)
2021/09/06 14:03:14.000000,2,1,-24.11,7.1,271.809492,0.9333333333333335,-113.0,24.87357,121.55875,10567.08,0.7746613036230497,10,-3,26.53,259.34,16.32338028493898
2021/09/06 14:00:59.000000,2,2,-20.86,6.1,286.132929,1.09247311827957,-115.0,24.87671,121.56984,10203.02,0.3989405807169514,10,1,30.46,253.72,-18.977365941218064
2021/09/06 14:01:00.000000,2,3,-20.91,6.1,286.015703,1.0903225806451613,-115.0,24.87669,121.56978,10206.81,0.39248600789320653,10,3,17.51,249.67,-18.772112788194466
2021/09/06 14:01:01.000000,2,4,-20.98,6.1,285.867304,1.0752688172043012,-112.0,24.87666,121.56969,10209.6,0.3828042040222558,10,5,43.69,252.51,-18.83926648503048
2021/09/06 14:01:02.000000,2,5,-20.99,6.1,285.797226,1.0903225806451613,-113.0,24.87664,121.56961,10212.21,0.37444244825188394,10,4,25.58,254.22,-18.87256151598893
2021/09/06 14:01:03.000000,2,6,-21.02,6.1,285.653789,1.0752688172043012,-118.0,24.87662,121.56955,10215.65,0.3679877905214063,10,0,23.48,247.92,-18.700419755697066
2021/09/06 14:01:04.000000,2,7,-21.05,6.1,285.50757799999997,1.0322580645161292,-115.0,24.87658,121.56946,10219.4,0.35794081651844145,10,2,41.88,246.05,-18.65025358579182
2021/09/06 14:01:05.000000,2,8,-21.05,6.1,285.433945,1.070967741935484,-116.0,24.87657,121.56937,10222.3,0.34899167990053154,10,2,23.27,252.09,-18.66800550847039
2021/09/06 14:01:06.000000,2,9,-21.1,6.2,285.304218,1.0752688172043012,-112.0,24.87654,121.5693,10225.03,0.3412157907191828,10,5,33.05,242.16,-18.65250396506231
2021/09/06 14:01:07.000000,2,10,-21.12,6.2,285.161914,1.0860215053763442,-123.0,24.87651,121.56921,10228.81,0.33153389401653,10,-2,36.27,250.72,-18.57306463882287
2021/09/06 14:01:08.000000,2,11,-21.14,6.1,285.053164,1.070967741935484,-112.0,24.8765,121.56914,10231.87,0.3244944463645377,10,4,23.99,260.77,-18.462783314712347
2021/09/06 14:01:09.000000,2,12,-21.18,6.2,284.923359,1.0752688172043012,-113.0,24.87647,121.56906,10234.01,0.3157647101729236,10,4,37.64,234.74,-18.589149728141646
2021/09/06 14:01:10.000000,2,13,-21.19,6.2,284.786601,1.070967741935484,-112.0,24.87644,121.56897,10236.35,0.3060825060778067,10,3,31.63,257.78,-18.743116169967784
2021/09/06 14:01:11.000000,2,14,-21.21,6.1,284.65585899999996,1.0666666666666669,-115.0,24.87643,121.5689,10240.1,0.2990459146109128,10,2,26.6,266.29,-18.508724505166505
2021/09/06 14:01:12.000000,2,15,-21.24,6.2,284.534609,1.070967741935484,-111.0,24.87639,121.56882,10243.35,0.28994564709104725,10,5,37.83,229.05,-18.472546685950157
2021/09/06 14:01:13.000000,2,16,-21.28,6.2,284.462968,1.0623655913978496,-118.0,24.87636,121.56874,10245.46,0.281217278868957,10,0,29.9,265.88,-18.620116316763163
2021/09/06 14:01:14.000000,2,17,-21.33,6.2,284.379882,1.0838709677419356,-127.0,24.87635,121.56866,10248.54,0.27322550424828823,10,-6,28.26,252.16,-18.547138800093993
2021/09/06 14:01:15.000000,2,18,-21.33,6.2,284.263164,1.0666666666666669,-112.0,24.8763,121.56859,10252.59,0.26471858906239537,10,5,33.93,225.25,-18.314182120789276
2021/09/06 14:01:16.000000,2,19,-21.35,6.2,284.133437,1.070967741935484,-112.0,24.87628,121.56851,10254.93,0.25635421558124255,10,5,34.4,270.84,-18.400463386522656
2021/09/06 14:01:17.000000,2,20,-21.37,6.2,284.017265,1.0666666666666669,-125.0,24.87626,121.56843,10256.97,0.24799092227927402,10,-4,27.33,253.96,-18.554710890842344
2021/09/06 14:01:18.000000,2,21,-21.41,6.2,283.896054,1.0795698924731183,-112.0,24.87623,121.56836,10260.63,0.2402190514232054,10,5,28.86,235.44,-18.329051080879463
2021/09/06 14:01:19.000000,2,22,-21.39,6.3,283.753515,1.0645161290322582,-111.0,24.87621,121.56827,10263.56,0.2309007230272191,10,5,38.18,269.45,-18.364145891043606
2021/09/06 14:01:20.000000,2,23,-21.43,6.3,283.688984,1.0666666666666669,-127.0,24.87619,121.5682,10265.58,0.22349228758267103,10,-6,25.4,251.68,-18.465531336582732
2021/09/06 14:01:21.000000,2,24,-21.41,6.3,283.602851,1.0795698924731183,-113.0,24.87616,121.56813,10267.89,0.21571961417259253,10,4,32.88,248.08,-18.533726991602332
2021/09/06 14:01:22.000000,2,25,-21.42,6.3,283.494218,1.0645161290322582,-113.0,24.87614,121.56803,10271.63,0.20544871396757355,10,4,36.12,264.74,-18.45931562433595
2021/09/06 14:01:23.000000,2,26,-21.44,6.3,283.382656,1.0645161290322582,-113.0,24.87611,121.56797,10274.56,0.1986293651082003,10,3,21.06,254.88,-18.289499411998136
2021/09/06 14:01:24.000000,2,27,-21.46,6.4,283.276093,1.0774193548387099,-111.0,24.87608,121.5679,10276.37,0.190860325271752,10,4,34.42,256.05,-18.49433807261635
2021/09/06 14:01:25.000000,2,28,-21.46,6.4,283.171445,1.0559139784946239,-115.0,24.87607,121.56781,10279.62,0.18190392912581899,10,0,30.9,262.25,-18.422292463170912
2021/09/06 14:01:26.000000,2,29,-21.49,6.3,283.003789,1.0473118279569893,-112.0,24.87605,121.56776,10283.3,0.17640288276346558,10,-1,17.66,249.22,-17.8804158932739
2021/09/06 14:01:27.000000,2,30,-21.52,6.4,282.905546,1.0623655913978496,-115.0,24.87602,121.56768,10285.47,0.16767589446531006,10,-3,39.05,254.03,-18.07995221871616
2021/09/06 12:47:32.000000,2,31,33.22,63.5,972.355625,1.5483870967741937,-80.0,24.82313,121.72984,405.54,17.537280872239975,5,9,0.2,338.04,-29.531059796388295
2021/09/06 14:01:29.000000,2,32,-21.56,6.4,282.687812,1.0473118279569893,-116.0,24.87597,121.56754,10292.0,0.15249702751391933,10,-6,23.85,238.05,-17.54368888126985
2021/09/06 14:01:30.000000,2,33,-21.59,6.4,282.59281200000004,1.0365591397849463,-114.0,24.87594,121.56745,10294.81,0.14281702526578355,10,-4,44.26,254.84,-17.634902143276538
2021/09/06 12:47:35.000000,2,34,33.22,63.4,972.3473429999999,1.556989247311828,-78.0,24.82312,121.72985,401.06,17.53860438859312,5,9,0.45,338.04,-29.54028449315871
2021/09/06 14:01:32.000000,2,35,-21.63,6.4,282.311093,1.0580645161290323,-118.0,24.8759,121.5673,10299.37,0.12704131670657762,10,-8,30.08,249.42,-17.821051707262626
2021/09/06 14:01:33.000000,2,36,-21.63,6.6,282.228007,1.0559139784946239,-116.0,24.87587,121.5672,10303.32,0.11640507199545788,10,-6,42.72,253.29,-17.583959911007376
2021/09/06 12:47:38.000000,2,37,33.16,63.6,972.359921,1.556989247311828,-77.0,24.82311,121.72985,397.94,17.538975352414365,5,9,0.34,338.04,-29.547478892878377
2021/09/06 14:01:35.000000,2,38,-21.66,6.4,281.998867,1.0537634408602152,-113.0,24.87583,121.56707,10307.7,0.10254185314389776,10,-3,29.72,250.4,-17.590764070132085
2021/09/06 14:01:36.000000,2,39,-21.71,6.5,281.875898,1.0666666666666669,-114.0,24.8758,121.56698,10311.42,0.09286079770172923,10,-4,39.58,241.66,-17.22521087187904
2021/09/06 14:01:37.000000,2,40,-21.71,6.4,281.705468,1.0537634408602152,-117.0,24.87578,121.56691,10314.01,0.0854515597392496,10,-6,20.1,252.28,-17.045877715904677
2021/09/06 12:47:42.000000,2,41,33.08,63.9,972.3459369999999,1.5483870967741937,-78.0,24.82311,121.72985,397.05,17.538975352414365,5,9,0.59,338.04,-29.549679208082388
2021/09/06 14:01:39.000000,2,42,-21.77,6.5,281.583984,1.0537634408602152,-115.0,24.87573,121.56675,10318.85,0.0683612601554679,10,-5,33.66,243.25,-17.35181500527421
2021/09/06 14:01:40.000000,2,43,-21.8,6.4,281.519531,1.0430107526881722,-114.0,24.87572,121.56666,10321.89,0.059435687884643665,10,-4,31.47,274.65,-17.130989203221624
2021/09/06 14:01:41.000000,2,44,-21.84,6.5,281.42964800000004,1.0408602150537636,-113.0,24.87569,121.56658,10323.92,0.050697466624271416,10,-3,34.69,232.99,-17.813137908850532
2021/09/06 14:01:42.000000,2,45,-21.84,6.5,281.328164,1.0473118279569893,-113.0,24.87565,121.5665,10325.84,0.04159014671274717,10,-3,33.14,253.02,-19.060774899251637
2021/09/06 12:47:47.000000,2,46,33.01,64.1,972.382656,1.5548387096774197,-79.0,24.82312,121.72985,398.22,17.53860438859312,5,10,0.2,338.04,-29.547306536785943
2021/09/06 12:47:48.000000,2,47,33.0,64.2,972.429531,1.556989247311828,-78.0,24.82312,121.72985,398.44,17.53860438859312,5,9,0.15,338.04,-29.54676261051837
2021/09/06 14:01:45.000000,2,48,-21.96,6.5,280.965156,1.0559139784946239,-113.0,24.87558,121.56626,10333.7,0.016138824954282874,10,-3,34.84,259.7,-21.967920851588723
2021/09/06 14:01:46.000000,2,49,-21.98,6.5,280.886679,1.0473118279569893,-115.0,24.87556,121.56617,10336.85,0.006918801624632249,10,-5,31.15,259.86,-25.902750357778725
2021/09/06 14:01:47.000000,2,50,-22.01,6.5,280.77414,1.0580645161290323,-115.0,24.87553,121.56611,10340.21,0,10,-5,24.17,242.99,0
2021/09/06 14:01:48.000000,2,51,-22.02,6.5,280.66375,1.0473118279569893,-113.0,24.87551,121.56602,10342.35,0.009357900707012794,10,-4,41.12,264.23,12.881118437220096
2021/09/06 12:47:53.000000,2,52,32.98,64.1,972.370468,1.552688172043011,-77.0,24.82312,121.72985,398.91,17.53860438859312,6,9,0.35,338.04,-29.54560056660699
2021/09/06 14:01:50.000000,2,53,-22.06,6.4,280.425898,1.0559139784946239,-115.0,24.87546,121.56587,10347.46,0.02545966653338525,10,-4,25.41,244.72,15.895052474832562
2021/09/06 14:01:51.000000,2,54,-22.07,6.5,280.326992,1.0344086021505379,-112.0,24.87544,121.56577,10350.59,0.035768742066863826,10,-2,43.77,258.32,16.182597239004508
2021/09/06 12:47:56.000000,2,55,32.93,63.9,972.393281,1.5548387096774197,-79.0,24.82312,121.72985,399.19,17.53860438859312,6,9,0.55,338.04,-29.54490827242786
2021/09/06 14:01:53.000000,2,56,-22.09,6.5,280.174375,1.0537634408602152,-114.0,24.87539,121.56562,10354.93,0.0518817133982203,10,-3,33.27,248.09,15.839822826312266
2021/09/06 12:47:58.000000,2,57,32.92,64.0,972.41539,1.5440860215053767,-81.0,24.82311,121.72985,397.87,17.538975352414365,6,10,0.42,338.04,-29.547651954848767
2021/09/06 14:01:55.000000,2,58,-22.1,6.4,279.926406,1.0430107526881722,-112.0,24.87534,121.56545,10361.1,0.0699294386380314,10,-2,17.28,253.74,16.632447503592193
2021/09/06 14:01:56.000000,2,59,-22.16,6.5,279.84039,1.0430107526881722,-117.0,24.87532,121.56537,10363.24,0.07830437268901509,10,-6,39.52,252.92,16.38907036660364
2021/09/06 14:01:57.000000,2,60,-22.21,6.5,279.749335,1.0408602150537636,-116.0,24.87529,121.56528,10365.77,0.08797736451053677,10,-5,32.02,250.62,16.200127815226367
2021/09/06 14:01:58.000000,2,61,-22.26,6.4,279.61898399999995,1.0537634408602152,-116.0,24.87528,121.5652,10369.44,0.09602327476767607,10,-5,25.05,258.18,16.93053026924268
2021/09/06 14:01:59.000000,2,62,-22.3,6.5,279.48746,1.0365591397849463,-112.0,24.87524,121.56511,10372.05,0.10602539193089891,10,-2,44.66,241.11,16.715297338832958
2021/09/06 12:48:04.000000,2,63,32.95,64.2,972.3721869999999,1.552688172043011,-84.0,24.82311,121.72985,400.15,17.538975352414365,6,9,0.54,338.04,-29.54201477452683
2021/09/06 14:02:01.000000,2,64,-22.37,6.5,279.274648,1.0365591397849463,-120.0,24.8752,121.56494,10377.17,0.12373844005312606,10,-9,32.92,259.76,16.630599698562875
2021/09/06 14:02:02.000000,2,65,-22.42,6.5,279.14820299999997,1.0365591397849463,-116.0,24.87516,121.56485,10380.71,0.13374883574988705,10,-5,39.65,234.68,16.84664693084078
2021/09/06 14:02:03.000000,2,66,-22.43,6.5,279.045781,1.038709677419355,-114.0,24.87514,121.56477,10382.75,0.14212160674493438,10,-4,28.86,271.06,16.663552838723373
2021/09/06 12:48:08.000000,2,67,33.0,64.2,972.374375,1.5548387096774197,-83.0,24.82312,121.72986,399.2,17.53955699030498,6,9,0.74,338.04,-29.543548598015178
2021/09/06 14:02:05.000000,2,68,-22.52,6.6,278.873789,1.027956989247312,-117.0,24.87508,121.5646,10388.15,0.160513683207005,10,-6,32.25,244.9,16.629103540134327
2021/09/06 14:02:06.000000,2,69,-22.54,6.5,278.718828,1.006451612903226,-119.0,24.87507,121.56451,10391.36,0.16950568684101783,10,-7,33.74,273.08,16.791702475367828
2021/09/06 12:48:11.000000,2,70,33.04,64.1,972.4060929999999,1.541935483870968,-84.0,24.82311,121.72986,397.06,17.539927934055957,6,9,0.15,338.04,-29.548319459794936
2021/09/06 14:02:08.000000,2,71,-22.67,6.6,278.50371,1.0322580645161292,-113.0,24.87501,121.56435,10395.93,0.18693300298205787,10,-3,31.54,254.5,16.597987755764535
2021/09/06 14:02:09.000000,2,72,-22.69,6.6,278.429804,1.027956989247312,-113.0,24.87499,121.56425,10399.63,0.19722775674904536,10,-3,38.12,264.02,16.766296272221208
2021/09/06 12:48:14.000000,2,73,33.05,63.9,972.392031,1.5397849462365594,-86.0,24.82311,121.72987,395.49,17.540880522133804,6,9,0.25,338.04,-29.550865541096336
2021/09/06 14:02:11.000000,2,74,-22.75,6.6,278.174375,1.027956989247312,-116.0,24.87492,121.5641,10404.05,0.21404910865334248,10,-5,38.14,254.29,16.607175298983694
2021/09/06 12:48:16.000000,2,75,32.97,63.8,972.4004679999999,1.5440860215053767,-83.0,24.82311,121.72987,394.78,17.540880522133804,6,10,0.34,338.04,-29.55262054819018
2021/09/06 14:02:13.000000,2,76,-22.75,6.6,278.008242,1.0365591397849463,-114.0,24.87487,121.56393,10410.07,0.2320966455279902,10,-3,24.34,247.58,16.751547896352562
2021/09/06 14:02:14.000000,2,77,-22.79,6.7,277.938593,1.0193548387096774,-115.0,24.87484,121.56384,10412.14,0.2417758037819359,10,-4,43.8,256.32,16.56811139587765
2021/09/06 14:02:15.000000,2,78,-22.78,6.7,277.8375,1.0258064516129033,-117.0,24.87481,121.56375,10414.01,0.25145528655819693,10,-5,27.51,253.65,16.356517750871934
2021/09/06 14:02:16.000000,2,79,-22.83,6.7,277.718007,1.017204301075269,-113.0,24.87479,121.56368,10417.33,0.25886565313935866,10,-3,29.3,250.33,16.58959146568809
2021/09/06 14:02:17.000000,2,80,-22.82,7.0,277.656562,1.0150537634408603,-114.0,24.87476,121.56357,10420.21,0.270460222603175,10,-4,48.5,249.77,16.47780142551441
2021/09/06 14:02:18.000000,2,81,-22.82,6.8,277.51199199999996,1.0236559139784946,-114.0,24.87473,121.56349,10421.96,0.2791821336080487,10,-3,22.4,250.99,16.321064943877328
2021/09/06 14:02:19.000000,2,82,-22.85,6.7,277.40621,1.0086021505376344,-117.0,24.87471,121.56341,10424.37,0.2875499633474918,10,-6,32.52,249.15,16.313675338378456
2021/09/06 14:02:20.000000,2,83,-22.87,6.8,277.328085,1.0236559139784946,-113.0,24.87467,121.56332,10427.93,0.2975856197445842,10,-2,42.09,247.26,16.42405711902314
2021/09/06 14:02:21.000000,2,84,-22.89,6.7,277.226171,1.0086021505376344,-116.0,24.87466,121.56324,10430.27,0.3055974777580857,10,-5,21.68,253.13,16.420318321140055
