Time,channel,PacketID,Temperature(degree C),Humidity(%),Pressure(hPa),Voltage(V),RSSI,Lat,Lon,Height(m),Distance(km),Sat,SNR,Speed(km/hr),Direction(degree),angle(degree)
2021/09/06 14:54:02.000000,2,2,37.12,54.7,1011.6875,1.5333333333333337,-80.0,24.76393,121.75626,11.81,0.010069559609664599,4,9,1.18,0.0,-65.82313067366316
2021/09/06 14:54:03.000000,2,3,37.08,55.1,1011.67875,1.535483870967742,-82.0,24.76392,121.75626,16.49,0.00896269077236244,4,9,0.95,0.0,-63.20894877595468
2021/09/06 15:49:30.000000,2,4,31.76,73.0,1012.04125,1.520430107526882,-79.0,24.76383,121.75628,36.58,0.003230330829527816,4,9,0.05,0.0,35.918971218645645
2021/09/06 15:49:31.000000,2,5,31.75,72.9,1012.02039,1.531182795698925,-78.0,24.76383,121.75629,37.47,0.004193729134601814,4,10,0.41,0.0,37.60337705488899
2021/09/06 15:49:32.000000,2,6,31.73,73.0,1012.039218,1.531182795698925,-78.0,24.76383,121.75629,37.9,0.004193729134601814,4,9,0.37,0.0,41.112231662417976
2021/09/06 15:49:33.000000,2,7,31.73,72.9,1012.0235150000001,1.520430107526882,-78.0,24.76383,121.75629,38.13,0.004193729134601814,4,9,0.29,0.0,42.84824366974879
2021/09/06 15:49:34.000000,2,8,31.71,73.1,1012.023125,1.5225806451612907,-77.0,24.76383,121.75629,38.93,0.004193729134601814,4,9,1.33,0.0,48.19738513261137
2021/09/06 15:49:35.000000,2,9,31.73,73.2,1012.061875,1.531182795698925,-77.0,24.76383,121.75629,39.78,0.004193729134601814,4,9,1.12,0.0,52.87461295783349
2021/09/06 15:49:36.000000,2,10,31.72,73.4,1012.016015,1.5225806451612907,-78.0,24.76384,121.75629,40.27,0,4,9,0.18,0.0,0
2021/09/06 15:49:37.000000,2,11,31.7,73.5,1012.007812,1.5225806451612907,-78.0,24.76384,121.75629,40.08,0,4,9,0.07,0.0,0
2021/09/06 15:49:38.000000,2,12,31.71,73.8,1012.005703,1.520430107526882,-78.0,24.76384,121.75629,40.44,0,4,9,0.95,0.0,0
2021/09/06 15:49:39.000000,2,13,31.7,73.7,1011.96125,1.520430107526882,-79.0,24.76384,121.7563,41.07,0,4,9,0.32,0.0,0
2021/09/06 15:49:40.000000,2,14,31.7,73.4,1011.982187,1.531182795698925,-78.0,24.76384,121.7563,41.42,0,5,9,0.42,0.0,0
2021/09/06 15:49:41.000000,2,15,31.7,73.3,1012.004375,1.531182795698925,-79.0,24.76384,121.75629,41.18,0,5,9,0.57,0.0,0
2021/09/06 15:49:42.000000,2,16,31.68,73.2,1012.0049210000001,1.5290322580645164,-79.0,24.76384,121.75629,40.75,0,5,10,0.59,0.0,0
2021/09/06 15:49:43.000000,2,17,31.68,73.2,1011.9789059999999,1.5290322580645164,-78.0,24.76384,121.75629,40.82,0,5,9,0.76,0.0,0
