Time,channel,PacketID,Temperature(degree C),Humidity(%),Pressure(hPa),Voltage(V),RSSI,Lat,Lon,Height(m),Distance(km),Sat,SNR,Speed(km/hr),Direction(degree),angle(degree)
2021/09/06 16:16:37.000000,2,0,-19.55,4.0,292.37757799999997,1.070967741935484,-109.0,24.78923,121.59117,10048.66,1.1435901157209483,10,4,28.09,233.57,-14.18338722688294
2021/09/06 16:16:38.000000,2,1,-19.58,4.0,292.293632,1.0365591397849463,-112.0,24.78918,121.59109,10050.93,1.1337935684013636,10,0,32.91,238.28,-14.19316648415845
2021/09/06 16:16:39.000000,2,2,-19.57,4.0,292.221757,1.006451612903226,-112.0,24.78913,121.59102,10053.7,1.1248643791503414,10,2,26.77,233.0,-14.168666915392333
2021/09/06 16:18:11.000000,2,3,-21.04,3.7,284.67246,1.006451612903226,-109.0,24.78542,121.58471,10243.61,0.36656179767412994,10,2,23.96,244.7,-14.393097049492509
2021/09/06 16:18:12.000000,2,4,-21.06,3.6,284.57331999999997,0.9913978494623656,-109.0,24.78539,121.58465,10246.57,0.35964402956493663,10,2,25.71,244.75,-14.215880297301595
2021/09/06 16:18:13.000000,2,5,-21.06,3.6,284.495703,0.9956989247311828,-110.0,24.78536,121.58458,10249.06,0.3518232602312782,10,3,32.08,245.16,-14.138000596720559
2021/09/06 16:18:14.000000,2,6,-21.09,3.6,284.421679,0.9978494623655915,-109.0,24.78533,121.58451,10250.81,0.3440025975563218,10,3,27.01,240.16,-14.172440596379271
2021/09/06 16:18:15.000000,2,7,-21.08,3.6,284.330039,0.9870967741935485,-111.0,24.78529,121.58445,10252.55,0.33658624688465727,10,0,24.42,237.85,-14.193694269208436
2021/09/06 16:18:16.000000,2,8,-21.09,3.6,284.266914,0.9956989247311828,-107.0,24.78526,121.58438,10254.11,0.32876499518429436,10,4,32.63,246.37,-14.262168027391809
2021/09/06 16:18:17.000000,2,9,-21.12,3.6,284.22832,0.989247311827957,-120.0,24.78523,121.5843,10256.44,0.32004031019551155,10,-4,31.55,243.63,-14.243292078492527
2021/09/06 16:18:18.000000,2,10,-21.12,3.6,284.165234,0.9978494623655915,-107.0,24.7852,121.58424,10257.69,0.31312277218057805,10,5,22.87,240.33,-14.330237028424163
2021/09/06 16:18:19.000000,2,11,-21.14,3.6,284.03914000000003,1.0021505376344086,-112.0,24.78516,121.58418,10259.63,0.3057093253302951,10,0,27.58,243.06,-14.322113872277614
2021/09/06 16:18:20.000000,2,12,-21.16,3.6,283.994062,1.0021505376344086,-109.0,24.78513,121.5841,10261.53,0.29698277549011515,10,3,33.34,246.86,-14.381497845142174
