duration,time,P,T,T_new,Td,Td_new,RH,RH_new,U,V,WS,WD,dZ,dZ_new,geoALT,geoALT_new,LON,LAT,GPS_Z,q,q_new,rad
-0.0,2021-09-06 11:00:00.000001,971.832968,33.12,30.643756742477414,24.809435030780648,24.78717084431564,61.8,71.01682408825698,-1.2519734037603654,3.5024033993224326,3.719444444444445,160.3299999999999,0.0,0.0,400.2638045452503,400.26380454524934,121.7299,24.82314,400.79,19.41423912550095,19.393783912237318,1253.6696021454113
0.0,2021-09-06 11:00:00.000001,973.005468,33.05,30.386854219436643,24.851629532581786,24.544216083619983,62.2,71.02989154037452,0.019961459288787217,0.04584255820808968,0.05,203.53,-10.80380454525033,-10.803804545249363,389.46,389.46,121.73002,24.82305,389.46,19.43983376702859,19.091981000514764,1253.670809576694
1.0,2021-09-06 11:00:01.000001,973.00375,33.09,30.51938542366028,24.86232728444347,24.468112240649823,62.1,70.17251580078728,0.1307650795054886,0.4624220323008321,0.4805555555555555,195.79,0.015819147207650985,0.015819147207650985,389.47581914720763,389.47581914720763,121.73001000000001,24.82305,389.46,19.452236000456832,19.00483203307631,1253.6707619831661
1.0,2021-09-06 11:00:01.000001,971.559218,33.13,30.676473264694216,24.791720052218004,24.783747213886386,61.7,70.86960015249007,-2.474178853958845,3.5440152280844517,4.322222222222221,145.07999999999996,13.312720891550667,13.312720891550669,402.7885400387583,402.7885400387583,121.72986999999999,24.82316,402.83,19.399166799992184,19.39517965484769,1253.669317961666
2.0,2021-09-06 11:00:02.000001,971.2724210000001,33.09,30.614283647537235,24.754098829055053,24.929756072897447,61.7,71.74461046410933,-3.685766782868768,2.59136143494086,4.505555555555556,125.11,2.6433723676863683,2.6433723676854015,405.4319124064448,405.4319124064437,121.72983,24.82317,406.23,19.361390779067445,19.5709162897362,1253.6690568843665
3.0,2021-09-06 11:00:03.000001,971.039843,33.07,30.593756742477417,24.762398823900924,24.92000026052702,61.8,71.7871141893941,-1.5325017543914472,0.9755594039139364,1.8166666666666669,122.48000000000002,2.144444549851926,2.144444549852892,407.5763569562966,407.5763569562966,121.7298,24.823179999999997,409.74,19.375655337129274,19.564280434404054,1253.6688434007547
4.0,2021-09-06 11:00:04.000001,970.756718,33.0,30.492761611938477,24.75062717231991,24.616652099681897,62.0,70.90687637715656,-2.2730058001088205,0.9364013084406906,2.458333333333333,112.39,2.607729233085365,2.607729233085365,410.184086189382,410.18408618938196,121.72978,24.823179999999997,411.76,19.367769983564,19.218942654286007,1253.6687482121706
5.0,2021-09-06 11:00:05.000001,970.536875,32.96,30.420346460342408,24.73995720794491,24.35433534189883,62.1,70.09239449241483,-1.259273522696906,0.3939084119561717,1.3194444444444444,107.37,2.025637291929229,2.025637291929229,412.2097234813112,412.2097234813112,121.72976000000001,24.82319,414.19,19.35986475868518,18.9240792266875,1253.668582322424
6.0,2021-09-06 11:00:06.000001,970.316015,32.92,30.317016048431398,24.75612551145401,23.987985379340067,62.3,68.97590255397877,-6.07897880478863,-1.1904447346430078,6.1944444444444455,78.92000000000002,2.0349517917748585,2.0349517917748585,414.2446752730861,414.24467527308605,121.72972,24.823179999999997,416.92,19.383034908264992,18.517245375603554,1253.6684626455522
7.0,2021-09-06 11:00:07.000001,969.875625,32.83,30.292803125381468,24.72500735404761,23.854241408977703,62.5,68.51869684962656,-4.101811485309833,-0.8898409530339592,4.197222222222221,77.75999999999998,4.056478620329926,4.056478620329926,418.301153893416,418.301153893416,121.72967,24.82317,419.88,19.355943912949034,18.377407426323362,1253.6682953733207
