duration,time,P,T,Td,RH,U,V,WS,WD,dZ,geoALT,LON,LAT,GPS_Z
0.0,2021-09-05 14:00:27.000000,1000.82,29.91,23.97,69.95,-3.32,-1.9500000000000002,3.8499999999999996,59.49,-3.6700000000000728,113.0,121.76488,24.81731,112.68
4.461538461538495,2021-09-05 14:00:31.461538,1000.0,29.55846153846154,24.059230769230748,71.80769230769221,-2.019230769230726,-1.3976923076922705,2.459999999999943,56.236923076923254,1.857692307692336,119.92307692307699,121.76478076923077,24.81724,121.5007692307693
9.043478260869522,2021-09-05 14:00:36.043478,999.0,29.492173913043487,23.738695652173906,70.6726086956521,-1.8791304347824909,-0.9573913043477891,2.1139130434781386,62.690869565217135,2.3965217391304483,129.08695652173904,121.76467826086956,24.81719956521739,131.31043478260858
13.034482758620662,2021-09-05 14:00:40.034483,998.0,29.282413793103455,24.348275862068984,74.29551724137936,-3.1010344827586356,-1.0451724137930916,3.2786206896551815,71.36482758620721,2.61793103448276,138.06896551724134,121.76456931034484,24.817169310344827,140.1731034482758
16.57692307692301,2021-09-05 14:00:43.576923,997.0,29.18384615384614,24.45192307692298,75.23769230769193,-2.26153846153839,-0.23807692307698158,2.329230769230709,81.43384615384434,2.5488461538461853,147.15384615384602,121.76449846153847,24.81713,149.20769230769216
19.869565217391248,2021-09-05 14:00:46.869565,996.0,28.997391304347826,23.982608695652168,73.89565217391302,-3.643478260869437,-0.3473913043478052,3.6652173913042185,86.38260869565235,0.9582608695649553,155.60869565217374,121.7644052173913,24.81713,158.27478260869546
22.805555555555426,2021-09-05 14:00:49.805556,995.0,28.87972222222218,24.029444444444408,74.63500000000002,-4.609166666666071,-0.9577777777776408,4.707777777777167,78.9516666666673,3.1355555555555186,164.41666666666626,121.76430583333334,24.817111944444445,166.67111111111075
25.410256410256345,2021-09-05 14:00:52.410256,994.0,28.785897435897436,23.933589743589746,74.5848717948718,-4.043846153846142,-1.2512820512820033,4.239999999999974,72.98384615384673,3.6266666666666754,173.64102564102538,121.7641835897436,24.817081794871797,175.53384615384593
27.666666666666668,2021-09-05 14:00:54.666667,993.0,28.653333333333332,23.846666666666664,74.79666666666667,-5.333333333333334,-1.3766666666666665,5.533333333333333,75.03,4.086666666666666,182.66666666666666,121.76406666666666,24.817056666666666,184.37333333333333
29.787234042553155,2021-09-05 14:00:56.787234,992.0,28.597872340425532,24.493404255319152,78.0712765957447,-4.317234042553308,0.4887234042553663,4.361276595744803,95.25468085106417,-1.2140425531910717,191.93617021276577,121.76394361702127,24.817042127659573,193.4757446808509
32.18823529411774,2021-09-05 14:00:59.188235,991.0,28.451529411764703,23.815294117647056,75.53505882352941,-4.142941176470566,-0.8029411764706043,4.222352941176452,78.95011764705853,6.301176470587722,200.75294117647096,121.7638734117647,24.81702717647059,201.40482352941214
33.465116279069804,2021-09-05 14:01:00.465116,990.0,28.380697674418606,23.775348837209304,75.65860465116279,-4.096511627906949,-1.0825581395348864,4.239767441860439,75.03767441860451,2.2932558139530617,209.6046511627906,121.76382604651164,24.81701069767442,211.05558139534867
36.87179487179498,2021-09-05 14:01:03.871795,989.0,28.266410256410254,23.911282051282008,76.84897435897417,-5.309230769231058,-1.818461538461636,5.611282051282356,71.1064102564103,4.121538461537971,218.61538461538495,121.76369512820513,24.816972564102564,220.58769230769275
39.0,2021-09-05 14:01:06.000000,988.0,28.23,23.84,76.66,-4.87,-0.32999999999999996,4.88,86.11,3.92,228.0,121.76361,24.81696,229.18
41.461538461538346,2021-09-05 14:01:08.461538,987.0,28.033076923076948,23.783076923076948,77.29615384615386,-3.4315384615387288,-0.8946153846154272,3.552307692307961,74.68153846153895,3.5792307692307963,236.38461538461505,121.76350615384615,24.81693076923077,238.86461538461492
