Elapsed time,HeightMSL,     P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,   Pc,      Lat,        Lon, VirT,PotTemp,          KeyFlags
           s,        m,   hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,  hPa,        °,          °,   °C,     °C,                  
        2737,    11067,233.74,-54.0,51.73,-59.4,327.9, 20.1,       11067,    4.5,99999,39.806284,-112.804733,-54.0,   59.5,                  
        2738,    11073,233.57,-54.0,52.05,-59.4,327.8, 20.0,       11072,    5.4,99999,39.806130,-112.804601,-54.0,   59.5,                  
        2739,    11077,233.39,-54.1,52.36,-59.4,327.7, 20.0,       11077,    4.2,99999,39.805975,-112.804472,-54.1,   59.5,                  
        2740,    11081,233.22,-54.1,52.65,-59.4,327.7, 20.0,       11081,    4.5,99999,39.805819,-112.804346,-54.1,   59.5,                  
        2741,    11086,233.05,-54.2,52.90,-59.4,327.6, 19.9,       11086,    4.2,99999,39.805663,-112.804222,-54.2,   59.5,                  
        2742,    11091,232.87,-54.2,53.11,-59.4,327.5, 19.9,       11090,    5.3,99999,39.805508,-112.804101,-54.2,   59.5,                  
        2743,    11096,232.69,-54.3,53.34,-59.5,327.4, 19.9,       11095,    4.7,99999,39.805354,-112.803981,-54.3,   59.5,                  
        2744,    11101,232.50,-54.3,53.59,-59.5,327.3, 19.9,       11101,    5.7,99999,39.805201,-112.803859,-54.3,   59.5,                  
        2745,    11106,232.32,-54.4,53.88,-59.5,327.2, 19.8,       11106,    5.1,99999,39.805051,-112.803738,-54.4,   59.5,                  
        2746,    11112,232.13,-54.4,54.22,-59.5,327.1, 19.8,       11112,    5.4,99999,39.804904,-112.803615,-54.4,   59.5,                  
        2747,    11117,231.94,-54.5,54.59,-59.5,327.0, 19.8,       11117,    4.8,99999,39.804760,-112.803492,-54.5,   59.5,                  
        2748,    11122,231.75,-54.5,54.96,-59.5,326.9, 19.8,       11122,    5.2,99999,39.804617,-112.803370,-54.5,   59.5,                  
        2749,    11128,231.56,-54.6,55.30,-59.5,326.8, 19.7,       11128,    5.7,99999,39.804473,-112.803249,-54.6,   59.5,                  
        2750,    11134,231.37,-54.6,55.64,-59.5,326.7, 19.7,       11133,    6.0,99999,39.804327,-112.803129,-54.6,   59.5,                  
        2751,    11138,231.18,-54.7,55.96,-59.5,326.6, 19.7,       11138,    4.7,99999,39.804180,-112.803006,-54.7,   59.5,                  
        2752,    11144,230.99,-54.7,56.25,-59.5,326.5, 19.7,       11143,    5.3,99999,39.804033,-112.802881,-54.7,   59.5,                  
        2753,    11148,230.81,-54.8,56.50,-59.5,326.4, 19.7,       11148,    4.9,99999,39.803886,-112.802753,-54.8,   59.5,                  
        2754,    11153,230.63,-54.8,56.67,-59.5,326.3, 19.6,       11153,    4.9,99999,39.803739,-112.802624,-54.8,   59.5,                  
        2755,    11158,230.46,-54.9,56.77,-59.5,326.2, 19.6,       11158,    4.8,99999,39.803593,-112.802494,-54.9,   59.5,                  
        2756,    11163,230.29,-54.9,56.83,-59.6,326.1, 19.6,       11162,    4.7,99999,39.803446,-112.802364,-54.9,   59.5,                  
        2757,    11168,230.12,-55.0,56.87,-59.6,326.0, 19.6,       11167,    4.9,99999,39.803299,-112.802235,-55.0,   59.5,                  
        2758,    11173,229.95,-55.0,56.96,-59.6,325.9, 19.6,       11171,    5.2,99999,39.803153,-112.802105,-55.0,   59.5,                  
        2759,    11176,229.79,-55.1,57.14,-59.7,325.9, 19.6,       11176,    3.4,99999,39.803006,-112.801974,-55.0,   59.5,                  
        2760,    11180,229.63,-55.1,57.40,-59.7,325.8, 19.6,       11180,    4.0,99999,39.802859,-112.801843,-55.1,   59.5,                  
        2761,    11186,229.47,-55.1,57.71,-59.7,325.7, 19.6,       11185,    5.6,99999,39.802713,-112.801713,-55.1,   59.5,                  
        2762,    11190,229.31,-55.2,58.04,-59.7,325.7, 19.6,       11189,    4.2,99999,39.802567,-112.801585,-55.2,   59.5,                  
        2763,    11194,229.15,-55.2,58.38,-59.7,325.6, 19.6,       11194,    3.9,99999,39.802423,-112.801456,-55.2,   59.5,                  
        2764,    11199,229.00,-55.3,58.71,-59.6,325.6, 19.6,       11198,    4.7,99999,39.802281,-112.801326,-55.3,   59.5,                  
        2765,    11203,228.84,-55.3,59.00,-59.6,325.6, 19.6,       11202,    3.9,99999,39.802141,-112.801194,-55.3,   59.5,                  
        2766,    11207,228.69,-55.3,59.20,-59.6,325.5, 19.6,       11206,    4.1,99999,39.802002,-112.801061,-55.3,   59.6,                  
        2767,    11212,228.53,-55.3,59.36,-59.6,325.5, 19.6,       11210,    5.7,99999,39.801862,-112.800926,-55.3,   59.6,                  
        2768,    11216,228.37,-55.4,59.50,-59.7,325.5, 19.6,       11215,    3.6,99999,39.801720,-112.800791,-55.4,   59.6,                  
        2769,    11220,228.22,-55.4,59.63,-59.7,325.5, 19.6,       11219,    4.2,99999,39.801578,-112.800656,-55.4,   59.5,   fv             
        2770,    11225,228.06,-55.5,59.74,-59.7,325.5, 19.6,       11223,    4.3,99999,39.801435,-112.800523,-55.5,   59.5,                  
        2771,    11228,227.91,-55.5,59.79,-59.7,325.5, 19.6,       11228,    3.9,99999,39.801291,-112.800392,-55.5,   59.6,                  
        2772,    11233,227.76,-55.6,59.78,-59.8,325.5, 19.7,       11233,    4.9,99999,39.801146,-112.800264,-55.5,   59.6,                  
        2773,    11238,227.60,-55.6,59.70,-59.8,325.5, 19.7,       11237,    4.5,99999,39.801000,-112.800140,-55.6,   59.6,                  
        2774,    11242,227.45,-55.6,59.55,-59.9,325.6, 19.7,       11242,    4.0,99999,39.800854,-112.800017,-55.6,   59.6,                  
        2775,    11246,227.30,-55.7,59.32,-59.9,325.6, 19.7,       11246,    3.7,99999,39.800707,-112.799893,-55.7,   59.6,                  
        2776,    11250,227.14,-55.7,59.04,-60.0,325.6, 19.7,       11251,    4.8,99999,39.800560,-112.799769,-55.7,   59.6,                  
        2777,    11255,226.99,-55.7,58.72,-60.1,325.6, 19.8,       11255,    4.3,99999,39.800412,-112.799644,-55.7,   59.7,                  
        2778,    11258,226.84,-55.7,58.39,-60.1,325.6, 19.8,       11259,    3.5,99999,39.800263,-112.799517,-55.7,   59.7,                  
        2779,    11263,226.68,-55.8,58.10,-60.2,325.6, 19.8,       11263,    4.9,99999,39.800114,-112.799387,-55.8,   59.7,                  
        2780,    11268,226.52,-55.8,57.90,-60.3,325.6, 19.9,       11267,    5.0,99999,39.799964,-112.799255,-55.8,   59.7,                  
        2781,    11272,226.37,-55.8,57.83,-60.3,325.6, 19.9,       11271,    4.1,99999,39.799813,-112.799122,-55.8,   59.7,                  
        2782,    11277,226.21,-55.9,57.89,-60.3,325.6, 20.0,       11275,    4.9,99999,39.799661,-112.798988,-55.9,   59.7,                  
        2783,    11281,226.06,-55.9,58.05,-60.4,325.5, 20.0,       11280,    3.7,99999,39.799511,-112.798854,-55.9,   59.7,                  
        2784,    11285,225.91,-56.0,58.27,-60.4,325.5, 20.1,       11285,    4.5,99999,39.799361,-112.798720,-55.9,   59.7,                  
        2785,    11289,225.76,-56.0,58.53,-60.4,325.5, 20.1,       11289,    4.1,99999,39.799212,-112.798587,-56.0,   59.7,                  
        2786,    11294,225.61,-56.0,58.81,-60.4,325.4, 20.2,       11293,    4.4,99999,39.799065,-112.798456,-56.0,   59.7,                  
        2787,    11298,225.46,-56.1,59.07,-60.4,325.4, 20.2,       11298,    4.2,99999,39.798919,-112.798326,-56.1,   59.7,                  
        2788,    11302,225.31,-56.1,59.27,-60.4,325.3, 20.3,       11302,    3.6,99999,39.798774,-112.798199,-56.1,   59.8,                  
        2789,    11306,225.16,-56.2,59.40,-60.4,325.3, 20.4,       11306,    4.1,99999,39.798628,-112.798073,-56.1,   59.8,                  
        2790,    11310,225.01,-56.2,59.49,-60.4,325.2, 20.4,       11310,    4.3,99999,39.798481,-112.797947,-56.2,   59.8,                  
        2791,    11314,224.86,-56.2,59.55,-60.5,325.2, 20.5,       11314,    4.5,99999,39.798332,-112.797819,-56.2,   59.8,                  
        2792,    11318,224.71,-56.3,59.55,-60.5,325.1, 20.6,       11319,    4.0,99999,39.798183,-112.797687,-56.3,   59.8,                  
        2793,    11324,224.56,-56.3,59.46,-60.5,325.0, 20.7,       11323,    5.2,99999,39.798033,-112.797552,-56.3,   59.8,                  
        2794,    11328,224.41,-56.3,59.31,-60.6,325.0, 20.8,       11327,    4.3,99999,39.797881,-112.797414,-56.3,   59.8,                  
        2795,    11331,224.27,-56.4,59.11,-60.7,324.9, 20.9,       11332,    3.2,99999,39.797729,-112.797274,-56.4,   59.8,                  
        2796,    11335,224.12,-56.4,58.85,-60.7,324.9, 21.0,       11336,    4.1,99999,39.797577,-112.797133,-56.4,   59.8,                  
        2797,    11340,223.97,-56.4,58.55,-60.8,324.8, 21.1,       11340,    4.6,99999,39.797422,-112.796991,-56.4,   59.8,                  
        2798,    11344,223.82,-56.5,58.22,-60.9,324.8, 21.2,       11344,    4.5,99999,39.797266,-112.796847,-56.5,   59.8,                  
        2799,    11349,223.67,-56.5,57.85,-61.0,324.7, 21.3,       11348,    4.4,99999,39.797108,-112.796701,-56.5,   59.8,                  
        2800,    11352,223.52,-56.6,57.48,-61.0,324.7, 21.4,       11353,    3.5,99999,39.796950,-112.796552,-56.5,   59.8,                  
        2801,    11356,223.38,-56.6,57.11,-61.1,324.6, 21.5,       11357,    4.1,99999,39.796792,-112.796402,-56.6,   59.9,                  
        2802,    11360,223.22,-56.6,56.80,-61.2,324.6, 21.6,       11362,    4.3,99999,39.796634,-112.796250,-56.6,   59.9,                  
        2803,    11365,223.07,-56.7,56.53,-61.3,324.6, 21.7,       11366,    4.8,99999,39.796477,-112.796099,-56.7,   59.9,                  
        2804,    11370,222.92,-56.7,56.23,-61.3,324.6, 21.8,       11370,    4.6,99999,39.796321,-112.795949,-56.7,   59.9,                  
        2805,    11374,222.77,-56.7,55.84,-61.4,324.6, 21.9,       11374,    3.7,99999,39.796164,-112.795800,-56.7,   59.9,                  
        2806,    11378,222.61,-56.7,55.38,-61.5,324.6, 22.0,       11378,    4.6,99999,39.796005,-112.795652,-56.7,   60.0,                  
        2807,    11382,222.46,-56.8,54.94,-61.6,324.7, 22.1,       11383,    3.8,99999,39.795845,-112.795503,-56.7,   60.0,                  
        2808,    11387,222.30,-56.8,54.63,-61.7,324.7, 22.2,       11388,    5.3,99999,39.795684,-112.795353,-56.8,   60.0,                  
        2809,    11392,222.15,-56.8,54.43,-61.7,324.8, 22.3,       11392,    4.8,99999,39.795523,-112.795203,-56.8,   60.0,                  
        2810,    11396,221.99,-56.8,54.32,-61.8,324.8, 22.4,       11397,    3.9,99999,39.795360,-112.795052,-56.8,   60.1,                  
        2811,    11400,221.83,-56.8,54.26,-61.8,324.9, 22.5,       11401,    4.3,99999,39.795195,-112.794898,-56.8,   60.1,                  
        2812,    11405,221.68,-56.9,54.23,-61.8,325.0, 22.6,       11405,    5.2,99999,39.795028,-112.794740,-56.9,   60.2,                  
        2813,    11410,221.52,-56.9,54.29,-61.8,325.1, 22.7,       11409,    4.2,99999,39.794858,-112.794580,-56.9,   60.2,                  
        2814,    11413,221.37,-56.9,54.50,-61.8,325.2, 22.8,       11414,    3.6,99999,39.794687,-112.794420,-56.9,   60.2,                  
        2815,    11418,221.22,-56.9,54.89,-61.7,325.3, 22.9,       11418,    4.9,99999,39.794514,-112.794261,-56.9,   60.3,T                 
        2816,    11423,221.07,-56.9,55.46,-61.6,325.4, 23.0,       11422,    4.7,99999,39.794341,-112.794103,-56.9,   60.4,                  
        2817,    11427,220.92,-56.9,56.14,-61.5,325.6, 23.1,       11427,    3.9,99999,39.794168,-112.793945,-56.9,   60.5,                  
        2818,    11432,220.77,-56.9,56.89,-61.4,325.7, 23.2,       11431,    4.9,99999,39.793997,-112.793788,-56.9,   60.5,                  
        2819,    11435,220.62,-56.9,57.65,-61.4,325.8, 23.3,       11435,    3.6,99999,39.793824,-112.793631,-56.9,   60.5,                  
        2820,    11440,220.47,-56.9,58.39,-61.3,326.0, 23.4,       11439,    4.6,99999,39.793650,-112.793475,-56.9,   60.6,                  
        2821,    11443,220.32,-57.0,59.09,-61.2,326.1, 23.5,       11443,    3.5,99999,39.793473,-112.793321,-57.0,   60.6,                  
        2822,    11448,220.17,-57.0,59.69,-61.2,326.3, 23.5,       11448,    4.3,99999,39.793295,-112.793169,-57.0,   60.6,                  
        2823,    11452,220.01,-57.0,60.16,-61.1,326.4, 23.6,       11452,    4.9,99999,39.793117,-112.793018,-57.0,   60.6,                  
        2824,    11458,219.86,-57.1,60.48,-61.1,326.6, 23.7,       11456,    5.1,99999,39.792938,-112.792868,-57.1,   60.6,                  
        2825,    11462,219.71,-57.1,60.66,-61.1,326.8, 23.8,       11461,    4.0,99999,39.792760,-112.792719,-57.1,   60.7,                  
        2826,    11465,219.55,-57.1,60.75,-61.1,326.9, 23.9,       11465,    3.9,99999,39.792583,-112.792571,-57.1,   60.7,                  
        2827,    11470,219.40,-57.1,60.77,-61.1,327.1, 23.9,       11469,    4.7,99999,39.792405,-112.792422,-57.1,   60.7,                  
        2828,    11475,219.25,-57.1,60.71,-61.2,327.2, 24.0,       11474,    4.5,99999,39.792225,-112.792274,-57.1,   60.8,                  
        2829,    11479,219.09,-57.1,60.53,-61.2,327.4, 24.1,       11478,    4.2,99999,39.792044,-112.792126,-57.1,   60.8,                  
        2830,    11483,218.94,-57.2,60.21,-61.3,327.6, 24.2,       11483,    4.7,99999,39.791860,-112.791977,-57.2,   60.9,                  
        2831,    11489,218.79,-57.2,59.72,-61.3,327.7, 24.2,       11487,    5.2,99999,39.791675,-112.791825,-57.2,   60.9,                  
        2832,    11493,218.63,-57.2,59.08,-61.4,327.9, 24.3,       11492,    4.0,99999,39.791489,-112.791672,-57.2,   61.0,                  
        2833,    11497,218.48,-57.2,58.35,-61.6,328.0, 24.4,       11496,    4.0,99999,39.791302,-112.791518,-57.2,   61.0,                  
        2834,    11501,218.34,-57.3,57.62,-61.7,328.2, 24.4,       11500,    4.3,99999,39.791116,-112.791364,-57.3,   61.0,                  
        2835,    11505,218.19,-57.3,56.91,-61.8,328.3, 24.5,       11505,    4.1,99999,39.790929,-112.791213,-57.3,   61.0,                  
        2836,    11509,218.04,-57.3,56.25,-62.0,328.4, 24.6,       11510,    4.3,99999,39.790742,-112.791064,-57.3,   61.0,                  
        2837,    11514,217.90,-57.4,55.64,-62.1,328.6, 24.7,       11514,    4.3,99999,39.790553,-112.790916,-57.4,   61.0,                  
        2838,    11518,217.75,-57.4,55.08,-62.2,328.7, 24.7,       11518,    4.5,99999,39.790362,-112.790769,-57.4,   61.1,                  
        2839,    11522,217.61,-57.4,54.59,-62.2,328.8, 24.8,       11522,    4.0,99999,39.790170,-112.790620,-57.4,   61.1,                  
        2840,    11526,217.46,-57.4,54.19,-62.3,329.0, 24.9,       11526,    3.8,99999,39.789977,-112.790469,-57.4,   61.2,                  
        2841,    11530,217.32,-57.4,53.87,-62.4,329.1, 24.9,       11530,    4.2,99999,39.789784,-112.790316,-57.4,   61.2,                  
        2842,    11535,217.18,-57.5,53.67,-62.5,329.2, 25.0,       11534,    4.7,99999,39.789591,-112.790162,-57.5,   61.2,                  
        2843,    11539,217.03,-57.5,53.57,-62.5,329.3, 25.1,       11539,    4.4,99999,39.789396,-112.790010,-57.5,   61.2,                  
        2844,    11544,216.89,-57.5,53.58,-62.5,329.4, 25.1,       11543,    4.3,99999,39.789198,-112.789860,-57.5,   61.2,                  
        2845,    11547,216.75,-57.6,53.67,-62.6,329.5, 25.2,       11547,    3.1,99999,39.788999,-112.789711,-57.6,   61.2,                  
        2846,    11551,216.62,-57.6,53.81,-62.6,329.6, 25.2,       11551,    4.0,99999,39.788800,-112.789564,-57.6,   61.2,                  
        2847,    11554,216.48,-57.6,53.95,-62.6,329.7, 25.3,       11555,    3.5,99999,39.788602,-112.789419,-57.6,   61.3,                  
        2848,    11559,216.34,-57.7,54.06,-62.6,329.8, 25.4,       11559,    4.4,99999,39.788403,-112.789275,-57.6,   61.3,                  
        2849,    11563,216.20,-57.7,54.13,-62.6,329.8, 25.4,       11563,    4.6,99999,39.788204,-112.789130,-57.7,   61.3,                  
        2850,    11568,216.06,-57.7,54.16,-62.6,329.9, 25.5,       11567,    4.2,99999,39.788007,-112.788983,-57.7,   61.3,                  
        2851,    11572,215.92,-57.8,54.15,-62.7,330.0, 25.5,       11571,    4.1,99999,39.787809,-112.788836,-57.8,   61.3,                  
        2852,    11575,215.78,-57.8,54.10,-62.7,330.0, 25.6,       11576,    3.6,99999,39.787610,-112.788690,-57.8,   61.3,                  
        2853,    11579,215.64,-57.8,54.04,-62.7,330.1, 25.6,       11580,    4.2,99999,39.787409,-112.788544,-57.8,   61.4,                  
        2854,    11583,215.50,-57.8,53.97,-62.7,330.1, 25.7,       11584,    3.6,99999,39.787208,-112.788397,-57.8,   61.4,                  
        2855,    11588,215.37,-57.8,53.90,-62.8,330.2, 25.7,       11588,    4.7,99999,39.787005,-112.788248,-57.8,   61.4,                  
        2856,    11592,215.23,-57.8,53.85,-62.8,330.2, 25.8,       11591,    4.5,99999,39.786804,-112.788098,-57.8,   61.5,                  
        2857,    11596,215.10,-57.9,53.87,-62.8,330.3, 25.8,       11595,    3.5,99999,39.786603,-112.787947,-57.9,   61.5,                  
        2858,    11599,214.96,-57.9,54.04,-62.8,330.3, 25.9,       11599,    3.2,99999,39.786401,-112.787795,-57.9,   61.5,                  
