AVAPS-T02 STA 144635127 170831 103932.54
AVAPS-T02 COM            UTC     UTC       Air    Air     Rel   Wind   Wind   Vert      GPS        GPS     Geopoten GPS  Sonde  Sonde GPS Wind    GPS   
AVAPS-T02 COM   Sonde    Date    Time     Press   Temp   Humid  Dir    Spd    Veloc  Longitude   Latitude  Altitude Wnd   RH1    RH2  Snd Error Altitude
AVAPS-T02 COM    ID     yymmdd hhmmss.ss   (mb)  (degC)   (%)   (deg)  (m/s)  (m/s)    (deg)       (deg)      (m)   Sat   (%)    (%)  Sat (m/s)    (m)  
AVAPS-T02 COM --------- ------ --------- ------- ------ ------ ------ ------ ------ ----------- ---------- -------- --- ------ ------ --- ----- --------
AVAPS-D02 S00 144635127 170831 104631.50  154.14 -66.33  15.91 147.16  12.27 -24.33 -115.530812  21.758273 14210.02  13  15.91  15.00  13  8.00 14241.72
AVAPS-D02 S10 144635127 170831 104631.75 9999.00  99.00 999.00 146.81  12.16 -24.27  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104632.00  154.41 -66.22  16.00 146.69  12.14 -24.27 -115.530845  21.758318 14199.47  13  16.00  15.09  13  8.00 14229.68
AVAPS-D02 S10 144635127 170831 104632.25 9999.00  99.00 999.00 146.52  12.02 -24.33  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104632.50  154.75 -66.12  16.11 146.66  12.01 -24.29 -115.530877  21.758363 14186.07  13  16.11  15.24  13  8.00 14217.72
AVAPS-D02 S10 144635127 170831 104632.75 9999.00  99.00 999.00 147.08  11.95 -24.33  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104633.00  155.06 -66.00  16.18 146.43  11.84 -24.29 -115.530908  21.758407 14173.51  13  16.18  15.27  13  8.00 14205.69
AVAPS-D02 S10 144635127 170831 104633.25 9999.00  99.00 999.00 147.72  11.75 -24.18  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104633.50  155.32 -65.88  16.28 147.80  11.84 -24.13 -115.530938  21.758452 14163.40  13  16.28  15.34  13  8.00 14193.74
AVAPS-D02 S10 144635127 170831 104633.75 9999.00  99.00 999.00 148.34  11.87 -24.16  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104634.00  155.65 -65.78  16.34 147.97  11.85 -24.16 -115.530968  21.758497 14150.16  13  16.34  15.40  13  8.00 14181.68
AVAPS-D02 S10 144635127 170831 104634.25 9999.00  99.00 999.00 148.56  11.61 -24.07  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104634.50  155.92 -65.66  16.43 148.24  11.63 -24.03 -115.530998  21.758540 14139.83  13  16.43  15.49  13  8.00 14169.81
AVAPS-D02 S10 144635127 170831 104634.75 9999.00  99.00 999.00 148.89  11.42 -24.07  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104635.00  156.21 -65.55  16.49 149.07  11.35 -24.00 -115.531025  21.758583 14128.47  13  16.49  15.53  13  8.00 14157.89
AVAPS-D02 S10 144635127 170831 104635.25 9999.00  99.00 999.00 150.00  11.21 -23.97  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104635.50  156.56 -65.44  16.52 150.22  11.17 -23.99 -115.531053  21.758627 14114.59  13  16.52  15.63  13  8.00 14145.93
AVAPS-D02 S10 144635127 170831 104635.75 9999.00  99.00 999.00 150.77  11.14 -24.11  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104636.00  156.84 -65.33  16.59 150.61  11.10 -24.10 -115.531078  21.758670 14103.69  13  16.59  15.68  13  8.00 14133.93
AVAPS-D02 S10 144635127 170831 104636.25 9999.00  99.00 999.00 150.68  11.19 -24.01  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104636.50  157.19 -65.20  16.63 150.83  11.16 -23.92 -115.531105  21.758713 14089.83  13  16.63  15.72  13  8.00 14122.09
AVAPS-D02 S10 144635127 170831 104636.75 9999.00  99.00 999.00 151.15  11.21 -23.82  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104637.00  157.44 -65.09  16.71 150.83  11.22 -23.70 -115.531130  21.758758 14080.11  13  16.71  15.78  13  8.00 14110.25
AVAPS-D02 S10 144635127 170831 104637.25 9999.00  99.00 999.00 151.11  11.24 -23.71  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104637.50  157.71 -64.98  16.76 150.92  11.19 -23.57 -115.531157  21.758802 14069.56  13  16.76  15.82  13  8.00 14098.57
AVAPS-D02 S10 144635127 170831 104637.75 9999.00  99.00 999.00 150.84  11.03 -23.48  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104638.00  158.08 -64.86  16.76 152.04  10.96 -23.56 -115.531182  21.758845 14054.85  13  16.76  15.87  13  8.00 14086.86
AVAPS-D02 S10 144635127 170831 104638.25 9999.00  99.00 999.00 152.49  10.87 -23.53  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104638.50  158.36 -64.75  16.79 153.02  10.87 -23.57 -115.531207  21.758888 14044.05  13  16.79  15.90  13  8.00 14075.11
AVAPS-D02 S10 144635127 170831 104638.75 9999.00  99.00 999.00 152.84  10.89 -23.65  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104639.00  158.68 -64.63  16.86 152.63  10.90 -23.70 -115.531230  21.758932 14031.56  13  16.86  15.96  13  8.00 14063.27
AVAPS-D02 S10 144635127 170831 104639.25 9999.00  99.00 999.00 152.14  10.72 -23.69  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104639.50  158.92 -64.52  16.84 151.84  10.72 -23.76 -115.531253  21.758973 14022.21  13  16.84  15.96  13  8.00 14051.41
AVAPS-D02 S10 144635127 170831 104639.75 9999.00  99.00 999.00 152.63  10.62 -23.79  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104640.00  159.27 -64.42  16.89 151.98  10.54 -23.74 -115.531278  21.759015 14008.84  13  16.89  16.01  13  8.00 14039.54
AVAPS-D02 S10 144635127 170831 104640.25 9999.00  99.00 999.00 151.85  10.50 -23.71  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104640.50  159.52 -64.30  16.90 152.08  10.43 -23.70 -115.531302  21.759057 13999.17  13  16.90  16.02  13  8.00 14027.77
AVAPS-D02 S10 144635127 170831 104640.75 9999.00  99.00 999.00 152.17  10.44 -23.67  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104641.00  159.85 -64.18  16.93 152.06  10.31 -23.66 -115.531325  21.759097 13986.42  13  16.93  16.03  13  8.00 14016.10
AVAPS-D02 S10 144635127 170831 104641.25 9999.00  99.00 999.00 152.43  10.13 -23.65  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104641.50  160.14 -64.06  16.89 153.12  10.14 -23.54 -115.531347  21.759137 13974.88  13  16.89  16.04  13  8.00 14004.33
AVAPS-D02 S10 144635127 170831 104641.75 9999.00  99.00 999.00 153.64  10.11 -23.55  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104642.00  160.48 -63.95  16.97 153.54  10.19 -23.56 -115.531368  21.759178 13961.91  13  16.97  16.09  13  8.00 13992.56
AVAPS-D02 S10 144635127 170831 104642.25 9999.00  99.00 999.00 153.20  10.25 -23.58  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104642.50  160.83 -63.84  16.96 152.48  10.13 -23.57 -115.531392  21.759218 13948.59  13  16.96  16.10  13  8.00 13980.81
AVAPS-D02 S10 144635127 170831 104642.75 9999.00  99.00 999.00 152.91  10.25 -23.50  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104643.00  161.06 -63.73  16.96 152.34  10.16 -23.50 -115.531413  21.759260 13939.75  13  16.96  16.13  13  8.00 13969.09
AVAPS-D02 S10 144635127 170831 104643.25 9999.00  99.00 999.00 151.99  10.13 -23.51  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104643.50  161.39 -63.63  17.00 152.17  10.09 -23.56 -115.531437  21.759300 13927.08  13  17.00  16.15  13  8.00 13957.34
AVAPS-D02 S10 144635127 170831 104643.75 9999.00  99.00 999.00 151.76  10.00 -23.51  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104644.00  161.74 -63.51  17.00 151.54   9.99 -23.47 -115.531460  21.759338 13913.58  13  17.00  16.15  13  8.00 13945.68
AVAPS-D02 S10 144635127 170831 104644.25 9999.00  99.00 999.00 151.75   9.93 -23.45  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104644.50  162.00 -63.40  16.99 151.70   9.86 -23.45 -115.531482  21.759377 13903.45  13  16.99  16.14  13  8.00 13934.05
AVAPS-D02 S10 144635127 170831 104644.75 9999.00  99.00 999.00 151.58   9.88 -23.47  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104645.00  162.31 -63.30  17.03 152.02   9.76 -23.47 -115.531503  21.759415 13891.78  13  17.03  16.20  13  8.00 13922.33
AVAPS-D02 S10 144635127 170831 104645.25 9999.00  99.00 999.00 151.89   9.81 -23.46  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104645.50  162.62 -63.18  17.04 152.25   9.76 -23.41 -115.531525  21.759455 13879.96  12  17.04  16.19  12  8.00 13910.70
AVAPS-D02 S10 144635127 170831 104645.75 9999.00  99.00 999.00 152.57   9.88 -23.41  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104646.00  162.92 -63.06  17.02 152.35   9.91 -23.38 -115.531548  21.759495 13868.42  13  17.02  16.21  13  8.00 13899.04
AVAPS-D02 S10 144635127 170831 104646.25 9999.00  99.00 999.00 150.80   9.91 -23.45  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104646.50  163.24 -62.96  17.04 150.52   9.81 -23.39 -115.531570  21.759533 13856.03  13  17.04  16.19  13  8.00 13887.35
AVAPS-D02 S10 144635127 170831 104646.75 9999.00  99.00 999.00 151.33   9.76 -23.39  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104647.00  163.54 -62.85  17.02 151.12   9.71 -23.39 -115.531593  21.759572 13844.70  13  17.02  16.24  13  8.00 13875.70
AVAPS-D02 S10 144635127 170831 104647.25 9999.00  99.00 999.00 150.68   9.69 -23.37  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104647.50  163.84 -62.73  17.04 151.75   9.75 -23.40 -115.531615  21.759610 13833.44  13  17.04  16.21  13  8.00 13864.06
AVAPS-D02 S10 144635127 170831 104647.75 9999.00  99.00 999.00 151.28   9.66 -23.47  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104648.00  164.18 -62.62  17.00 151.02   9.81 -23.56 -115.531638  21.759648 13820.59  13  17.00  16.23  13  8.00 13852.26
AVAPS-D02 S10 144635127 170831 104648.25 9999.00  99.00 999.00 150.53   9.89 -23.65  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104648.50  164.43 -62.51  17.02 149.01  10.02 -24.06 -115.531663  21.759687 13810.90  13  17.02  16.22  13  8.00 13840.26
AVAPS-D02 S10 144635127 170831 104648.75 9999.00  99.00 999.00 144.40  10.03 -24.80  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104649.00  164.68 -62.40  17.04 143.79   9.99 -25.08 -115.531692  21.759723 13801.56  13  17.04  16.24  13  8.00 13827.68
AVAPS-D02 S10 144635127 170831 104649.25 9999.00  99.00 999.00 145.39  10.30 -25.09  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104649.50  165.10 -62.28  17.04 147.73  10.44 -24.82 -115.531720  21.759762 13785.40  13  17.04  16.22  13  8.00 13815.27
AVAPS-D02 S10 144635127 170831 104649.75 9999.00  99.00 999.00 149.49   9.98 -24.29  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104650.00  165.33 -62.17  17.03 149.56  10.09 -24.21 -115.531743  21.759800 13776.84  12  17.03  16.24  12  8.30 13803.37
AVAPS-D02 S10 144635127 170831 104650.25 9999.00  99.00 999.00 148.65   9.68 -23.73  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104650.50  165.69 -62.06  16.98 148.46   9.72 -23.63 -115.531767  21.759838 13763.19  13  16.98  16.25  13  8.00 13791.72
AVAPS-D02 S10 144635127 170831 104650.75 9999.00  99.00 999.00 147.93  10.01 -24.02  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104651.00  165.95 -61.95  16.99 148.15  10.12 -24.07 -115.531793  21.759877 13753.41  13  16.99  16.22  13  8.00 13779.69
AVAPS-D02 S10 144635127 170831 104651.25 9999.00  99.00 999.00 148.26   9.92 -23.86  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104651.50  166.29 -61.84  16.99 148.41   9.92 -23.92 -115.531817  21.759913 13740.76  13  16.99  16.20  13  8.00 13767.87
AVAPS-D02 S10 144635127 170831 104651.75 9999.00  99.00 999.00 147.29   9.81 -23.82  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104652.00  166.57 -61.73  16.97 148.35   9.58 -23.43 -115.531842  21.759952 13730.33  12  16.97  16.20  12  8.00 13756.20
AVAPS-D02 S10 144635127 170831 104652.25 9999.00  99.00 999.00 147.80   9.46 -23.37  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104652.50  166.92 -61.63  16.97 148.36   9.51 -23.44 -115.531867  21.759987 13717.12  12  16.97  16.18  12  8.00 13744.53
AVAPS-D02 S10 144635127 170831 104652.75 9999.00  99.00 999.00 147.83   9.39 -23.45  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104653.00  167.19 -61.52  16.93 147.71   9.50 -23.41 -115.531890  21.760023 13707.07  13  16.93  16.14  13  8.00 13732.88
AVAPS-D02 S10 144635127 170831 104653.25 9999.00  99.00 999.00 147.55   9.22 -23.33  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104653.50  167.49 -61.42  16.89 147.21   9.22 -23.25 -115.531915  21.760057 13695.79  13  16.89  16.15  13  8.00 13721.29
AVAPS-D02 S10 144635127 170831 104653.75 9999.00  99.00 999.00 147.03   9.15 -23.25  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104654.00  167.87 -61.31  16.84 147.42   9.04 -23.24 -115.531938  21.760092 13681.53  13  16.84  16.12  13  8.00 13709.77
AVAPS-D02 S10 144635127 170831 104654.25 9999.00  99.00 999.00 143.96   8.69 -22.64  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104654.50  168.17 -61.20  16.76 149.48   8.92 -23.33 -115.531960  21.760125 13670.34  13  16.76  16.07  13  8.00 13698.34
AVAPS-D02 S10 144635127 170831 104654.75 9999.00  99.00 999.00 148.91   8.86 -23.42  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104655.00  168.49 -61.10  16.77 148.74   8.84 -23.46 -115.531982  21.760158 13658.58  13  16.77  16.05  13  8.00 13686.59
AVAPS-D02 S10 144635127 170831 104655.25 9999.00  99.00 999.00 148.97   8.80 -23.41  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104655.50  168.79 -60.99  16.73 148.18   8.87 -23.49 -115.532003  21.760192 13647.21  13  16.73  16.01  13  8.60 13674.89
AVAPS-D02 S10 144635127 170831 104655.75 9999.00  99.00 999.00 147.37   8.78 -23.47  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104656.00  169.09 -60.89  16.71 147.34   8.63 -23.52 -115.532027  21.760225 13636.18  13  16.71  16.00  13  7.90 13663.24
AVAPS-D02 S10 144635127 170831 104656.25 9999.00  99.00 999.00 147.14   8.58 -23.47  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104656.50  169.44 -60.77  16.62 147.71   8.46 -23.50 -115.532048  21.760257 13623.11  13  16.62  15.92  13  7.90 13651.55
AVAPS-D02 S10 144635127 170831 104656.75 9999.00  99.00 999.00 148.14   8.37 -23.50  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104657.00  169.71 -60.66  16.59 148.11   8.29 -23.50 -115.532068  21.760288 13612.98  13  16.59  15.91  13  7.90 13639.86
AVAPS-D02 S10 144635127 170831 104657.25 9999.00  99.00 999.00 148.53   8.17 -23.40  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104657.50  169.98 -60.55  16.55 148.64   8.12 -23.35 -115.532088  21.760320 13603.23  13  16.55  15.83  13  7.90 13628.23
AVAPS-D02 S10 144635127 170831 104657.75 9999.00  99.00 999.00 148.23   8.06 -23.37  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104658.00  170.30 -60.44  16.52 149.00   8.09 -23.34 -115.532108  21.760350 13591.16  13  16.52  15.86  13  7.90 13616.53
AVAPS-D02 S10 144635127 170831 104658.25 9999.00  99.00 999.00 148.81   7.97 -23.32  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104658.50  170.67 -60.34  16.43 148.45   7.96 -23.39 -115.532128  21.760382 13577.54  13  16.43  15.81  13  7.90 13604.81
AVAPS-D02 S10 144635127 170831 104658.75 9999.00  99.00 999.00 148.60   7.99 -23.43  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104659.00  171.02 -60.22  16.39 148.39   7.88 -23.41 -115.532148  21.760412 13564.58  13  16.39  15.73  13  7.90 13593.16
AVAPS-D02 S10 144635127 170831 104659.25 9999.00  99.00 999.00 147.90   7.83 -23.42  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104659.50  171.26 -60.12  16.35 147.87   7.82 -23.40 -115.532168  21.760442 13555.82  13  16.35  15.71  13  7.90 13581.52
AVAPS-D02 S10 144635127 170831 104659.75 9999.00  99.00 999.00 147.68   7.75 -23.44  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104700.00  171.60 -60.01  16.35 147.27   7.68 -23.37 -115.532188  21.760470 13543.56  13  16.35  15.71  13  7.90 13569.85
AVAPS-D02 S10 144635127 170831 104700.25 9999.00  99.00 999.00 146.97   7.61 -23.34  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104700.50  171.89 -59.91  16.31 146.06   7.58 -23.20 -115.532208  21.760498 13532.73  13  16.31  15.67  13  7.90 13558.31
AVAPS-D02 S10 144635127 170831 104700.75 9999.00  99.00 999.00 147.64   7.41 -23.24  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104701.00  172.21 -59.81  16.39 148.44   7.28 -23.12 -115.532227  21.760527 13521.00  13  16.39  15.77  13  7.90 13546.73
AVAPS-D02 S10 144635127 170831 104701.25 9999.00  99.00 999.00 148.48   7.28 -23.20  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104701.50  172.57 -59.73  16.53 149.09   7.24 -23.30 -115.532245  21.760555 13507.90  13  16.53  15.93  13  7.90 13535.08
AVAPS-D02 S10 144635127 170831 104701.75 9999.00  99.00 999.00 150.00   7.21 -23.35  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104702.00  172.77 -59.64  16.67 150.69   7.11 -23.35 -115.532262  21.760583 13500.56  13  16.67  16.03  13  7.90 13523.42
AVAPS-D02 S10 144635127 170831 104702.25 9999.00  99.00 999.00 151.14   7.08 -23.24  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104702.50  173.18 -59.56  16.80 152.71   7.04 -23.26 -115.532277  21.760612 13485.64  12  16.80  16.16  12  8.00 13511.78
AVAPS-D02 S10 144635127 170831 104702.75 9999.00  99.00 999.00 153.53   7.06 -23.25  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104703.00  173.48 -59.46  16.88 153.82   6.95 -23.11 -115.532292  21.760640 13474.57  12  16.88  16.24  12  8.00 13500.16
AVAPS-D02 S10 144635127 170831 104703.25 9999.00  99.00 999.00 155.22   6.97 -22.98  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104703.50  173.83 -59.37  16.93 155.58   7.12 -23.00 -115.532307  21.760668 13462.05  12  16.93  16.29  12  8.00 13488.67
AVAPS-D02 S10 144635127 170831 104703.75 9999.00  99.00 999.00 155.31   6.87 -22.92  999.000000  99.000000 99999.00  12 999.00 999.00  12 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104704.00  174.15 -59.27  17.06 155.26   6.81 -22.87 -115.532320  21.760697 13450.38  12  17.06  16.44  12  8.00 13477.33
AVAPS-D02 S10 144635127 170831 104704.25 9999.00  99.00 999.00 157.38   6.64 -22.89  999.000000  99.000000 99999.00  11 999.00 999.00  11 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104704.50  174.46 -59.20  17.28 158.31   6.57 -22.73 -115.532332  21.760723 13439.04  12  17.28  16.66  12  8.00 13465.93
AVAPS-D02 S10 144635127 170831 104704.75 9999.00  99.00 999.00 160.08   6.46 -22.70  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104705.00  174.75 -59.12  17.55 161.75   6.44 -22.84 -115.532342  21.760752 13428.38  13  17.55  16.89  13  7.90 13454.49
AVAPS-D02 S10 144635127 170831 104705.25 9999.00  99.00 999.00 162.72   6.41 -22.89  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
AVAPS-D02 S00 144635127 170831 104705.50  175.02 -59.05  17.74 164.35   6.39 -22.98 -115.532350  21.760778 13418.71  13  17.74  17.13  13  7.90 13442.98
AVAPS-D02 S10 144635127 170831 104705.75 9999.00  99.00 999.00 164.48   6.34 -23.10  999.000000  99.000000 99999.00  13 999.00 999.00  13 99.00 99999.00
