duration,time,P,T,RH,WS,WD,LON,LAT,GPS_Z,IF
170.0,2021-09-05 14:03:17.000001,951.2832810000001,28.21,71.9,8.525,107.89999999999998,121.7564,24.818279999999998,561.82,1.0
171.0,2021-09-05 14:03:18.000001,951.009921,28.22,71.5,7.1305555555555555,111.88999999999999,121.75633,24.81831,563.81,1.0
172.0,2021-09-05 14:03:19.000001,950.6665619999999,28.22,71.5,7.136111111111111,115.75999999999999,121.75627,24.81834,566.89,1.0
173.0,2021-09-05 14:03:20.000001,950.356718,28.21,71.6,7.427777777777777,123.95999999999998,121.75621000000001,24.81837,569.97,1.0
174.0,2021-09-05 14:03:21.000001,950.072656,28.21,71.9,8.525,110.17000000000002,121.75613999999999,24.8184,573.17,1.0
175.0,2021-09-05 14:03:22.000001,949.77,28.21,72.2,4.822222222222222,114.07999999999998,121.75608999999999,24.81843,575.57,1.0
176.0,2021-09-05 14:03:23.000001,949.456796,28.21,72.3,7.419444444444444,106.35000000000002,121.75603000000001,24.81846,578.42,1.0
177.0,2021-09-05 14:03:24.000001,949.0855460000001,28.22,72.6,7.625,131.97000000000003,121.75596999999999,24.81849,581.46,1.0
178.0,2021-09-05 14:03:25.000001,948.7425,28.21,73.0,6.861111111111111,123.23000000000002,121.75591000000001,24.81853,584.41,1.0
179.0,2021-09-05 14:03:26.000001,948.3139060000001,28.21,73.3,7.155555555555556,121.94,121.75585,24.81856,587.6,1.0
180.0,2021-09-05 14:03:27.000001,947.951562,28.21,73.1,7.675,107.87,121.75578,24.818579999999997,591.08,1.0
181.0,2021-09-05 14:03:28.000001,947.721015,28.2,72.2,6.272222222222221,120.76999999999998,121.75573,24.818620000000003,593.6,1.0
182.0,2021-09-05 14:03:29.000001,947.480859,28.2,71.1,7.1722222222222225,113.64999999999998,121.75567,24.81864,595.36,1.0
183.0,2021-09-05 14:03:30.000001,947.1636710000001,28.2,70.8,6.363888888888889,117.94999999999999,121.75561,24.81867,597.49,1.0
184.0,2021-09-05 14:03:31.000001,946.890468,28.2,70.7,6.502777777777777,124.72000000000003,121.75556,24.81871,600.19,1.0
185.0,2021-09-05 14:03:32.000001,946.629843,28.18,70.4,6.616666666666666,109.57,121.7555,24.81873,603.34,1.0
186.0,2021-09-05 14:03:33.000001,946.389453,28.18,70.1,7.625,123.76999999999998,121.75544,24.81876,606.1,1.0
187.0,2021-09-05 14:03:34.000001,946.100703,28.21,70.0,7.208333333333333,121.27999999999997,121.75538,24.8188,608.72,1.0
188.0,2021-09-05 14:03:35.000001,945.837343,28.19,69.9,4.922222222222222,122.82999999999998,121.75533999999999,24.818820000000002,611.56,1.0
189.0,2021-09-05 14:03:36.000001,945.557031,28.18,69.9,6.936111111111111,118.32999999999998,121.75528,24.81885,614.68,1.0
190.0,2021-09-05 14:03:37.000001,945.210078,28.18,70.0,6.533333333333333,128.49,121.75523000000001,24.81889,617.91,1.0
191.0,2021-09-05 14:03:38.000001,944.898437,28.19,69.9,5.491666666666666,115.41000000000003,121.75518999999998,24.81891,621.01,1.0
192.0,2021-09-05 14:03:39.000001,944.550781,28.19,70.0,7.783333333333333,132.3,121.75513000000001,24.81895,623.6,1.0
193.0,2021-09-05 14:03:40.000001,944.240468,28.2,70.0,4.647222222222222,131.18,121.75509,24.81898,626.21,1.0
194.0,2021-09-05 14:03:41.000001,943.931796,28.2,69.8,6.538888888888889,125.06,121.75504,24.819010000000002,628.9,1.0
195.0,2021-09-05 14:03:42.000001,943.584375,28.19,69.7,6.636111111111111,123.73000000000002,121.75498,24.81904,632.08,1.0
196.0,2021-09-05 14:03:43.000001,943.2401560000001,28.17,69.8,4.736111111111112,130.82999999999998,121.75495,24.81908,635.32,1.0
197.0,2021-09-05 14:03:44.000001,942.936093,28.12,69.7,5.6499999999999995,114.79000000000002,121.75491000000001,24.8191,638.18,1.0
198.0,2021-09-05 14:03:45.000001,942.6615619999999,28.12,70.0,4.763888888888888,122.81,121.75486000000001,24.819129999999998,641.04,1.0
199.0,2021-09-05 14:03:46.000001,942.399375,28.12,70.1,7.119444444444444,132.33999999999997,121.75482,24.81917,643.39,1.0
200.0,2021-09-05 14:03:47.000001,942.174375,28.12,70.0,5.325,126.16000000000003,121.75477,24.8192,646.0,1.0
201.0,2021-09-05 14:03:48.000001,941.931093,28.1,70.1,4.0472222222222225,125.41000000000003,121.75473000000001,24.81922,648.3,1.0
