duration,time,P,T,Td,RH,U,V,WS,WD,dZ,geoALT,LON,LAT,GPS_Z,q,rad
-0.0,2021-09-06 11:00:00.000001,971.8329679999999,33.12,24.809435030780648,61.8,-1.2519734037603654,3.5024033993224326,3.719444444444445,160.3299999999999,0.0,400.2638045452503,121.7299,24.82314,400.79,19.41423912550095,1253.6696021454113
0.0,2021-09-06 11:00:00.000001,973.005468,33.05,24.85162953258179,62.2,0.019961459288787217,0.04584255820808968,0.05,203.53,-10.80380454525033,389.46,121.73002,24.82305,389.46,19.43983376702859,1253.670809576694
1.0,2021-09-06 11:00:01.000001,973.00375,33.09,24.86232728444347,62.1,0.1307650795054886,0.4624220323008321,0.4805555555555555,195.79,0.015819147207650985,389.47581914720763,121.73001,24.82305,389.46,19.452236000456832,1253.670761983166
1.0,2021-09-06 11:00:01.000001,971.559218,33.13,24.791720052218004,61.7,-2.474178853958845,3.544015228084452,4.322222222222221,145.07999999999996,13.312720891550669,402.7885400387583,121.72987,24.82316,402.83,19.399166799992184,1253.669317961666
2.0,2021-09-06 11:00:02.000001,971.272421,33.09,24.75409882905505,61.7,-3.685766782868768,2.5913614349408594,4.505555555555556,125.11,2.643372367686368,405.43191240644467,121.72983,24.82317,406.23,19.361390779067445,1253.6690568843665
3.0,2021-09-06 11:00:03.000001,971.039843,33.07,24.76239882390092,61.8,-1.5325017543914472,0.9755594039139365,1.8166666666666669,122.48000000000002,2.144444549851926,407.5763569562966,121.7298,24.82318,409.74,19.375655337129274,1253.6688434007547
4.0,2021-09-06 11:00:04.000001,970.756718,33.0,24.75062717231991,62.0,-2.2730058001088205,0.9364013084406906,2.458333333333333,112.39,2.607729233085365,410.18408618938196,121.72978,24.82318,411.76,19.367769983563996,1253.6687482121708
5.0,2021-09-06 11:00:05.000001,970.536875,32.96,24.739957207944915,62.1,-1.259273522696906,0.3939084119561717,1.3194444444444444,107.37,2.025637291929229,412.2097234813112,121.72976,24.82319,414.19,19.35986475868518,1253.668582322424
6.0,2021-09-06 11:00:06.000001,970.316015,32.92,24.756125511454012,62.3,-6.07897880478863,-1.1904447346430078,6.1944444444444455,78.92000000000002,2.0349517917748585,414.24467527308605,121.72972,24.82318,416.92,19.383034908264992,1253.668462645552
7.0,2021-09-06 11:00:07.000001,969.875625,32.83,24.725007354047612,62.5,-4.101811485309833,-0.889840953033959,4.197222222222221,77.75999999999998,4.056478620329926,418.301153893416,121.72967,24.82317,419.88,19.355943912949034,1253.6682953733207
8.0,2021-09-06 11:00:08.000001,969.632343,32.78,24.73136952155645,62.7,-2.471566590595953,-0.6497867233029323,2.555555555555556,75.26999999999998,2.2406335481127257,420.5417874415287,121.72964,24.82316,423.28,19.36823147398886,1253.668223289865
9.0,2021-09-06 11:00:09.000001,969.21375,32.69,24.726416242733723,63.0,-5.415034635670564,0.9470227320302217,5.497222222222222,99.92000000000002,3.854399671044007,424.3961871125727,121.7296,24.82316,427.35,19.370995606969597,1253.668032910208
10.0,2021-09-06 11:00:10.000001,968.82289,32.61,24.70400313919929,63.2,-8.475316495754203,-1.2666445370412478,8.569444444444445,81.5,3.598996797062455,427.99518390963516,121.72954,24.82316,430.64,19.352999501772885,1253.6677473396373
11.0,2021-09-06 11:00:11.000001,968.4503119999999,32.58,24.754957558141424,63.5,-3.022138496178288,-0.36785987172547285,3.0444444444444447,83.06,3.4366059551879857,431.43178986482314,121.72948,24.82316,432.35,19.419518421491304,1253.6674617677652
12.0,2021-09-06 11:00:12.000001,968.151093,32.47,24.6511136702335,63.5,-3.9577117143849994,1.8970671218573414,4.388888888888889,115.61,2.747852331533238,434.1796421963564,121.72945,24.82318,435.04,19.30553482462414,1253.6671775796567
13.0,2021-09-06 11:00:13.000001,967.881406,32.38,24.644968813431433,63.8,-6.416305421958158,-1.1232867794737253,6.5138888888888875,80.07,2.477087507843237,436.6567297041996,121.72939,24.82318,435.18,19.30397568224264,1253.666892005878
14.0,2021-09-06 11:00:14.000001,967.43125,32.3,24.673930044137688,64.2,-6.097957633155129,0.35587752859122296,6.1083333333333325,93.33999999999996,4.144784667819238,440.80151437201886,121.72933,24.8232,433.79,19.34656264217776,1253.6664650290527
15.0,2021-09-06 11:00:15.000001,967.179609,32.21,24.61487292063411,64.3,-6.442225506929415,2.0882347437557227,6.772222222222222,107.95999999999998,2.3089081744799387,443.1104225464988,121.72928,24.823220000000006,437.92,19.28356220586245,1253.6660856470037
16.0,2021-09-06 11:00:16.000001,966.9157029999999,32.12,24.555745786897436,64.4,-5.522712405893437,-0.4230104079659349,5.538888888888889,85.62,2.4214280044676,445.5318505509664,121.72923,24.823220000000006,438.47,19.220907991054826,1253.6658476659484
17.0,2021-09-06 11:00:17.000001,966.682343,32.03,24.496548823811818,64.5,-5.599652377284245,-1.2178506595159917,5.730555555555554,77.73000000000002,2.1385278861984034,447.6703784371648,121.72918,24.8232,441.02,19.157749779721666,1253.6657510857715
18.0,2021-09-06 11:00:18.000001,966.443437,31.93,24.479455676407593,64.8,-6.8293392216934246,0.410522317076205,6.841666666666666,93.44,2.1870176308329405,449.85739606799774,121.72911,24.8232,443.03,19.143096340986475,1253.6654179094558
19.0,2021-09-06 11:00:19.000001,966.159218,31.84,24.471408887717864,65.1,-6.468011500812188,1.0846950430754123,6.558333333333333,99.51999999999998,2.6066368430447824,452.4640329110425,121.72905,24.82321,446.16,19.139697861566667,1253.6650616275244
20.0,2021-09-06 11:00:20.000001,965.8141400000001,31.73,24.52046356075392,65.7,-6.76860019331751,-3.031995360726433,7.416666666666666,65.87,3.1635860337609643,455.6276189448035,121.72899,24.8232,450.28,19.203071712420392,1253.6648467459356
21.0,2021-09-06 11:00:21.000001,965.476484,31.62,24.517559402688633,66.1,-4.487471759431741,-2.1154717358293214,4.961111111111111,64.75999999999999,3.0938815841129212,458.7215005289164,121.72894,24.82317,455.0,19.206702245508584,1253.6648208617091
22.0,2021-09-06 11:00:22.000001,964.992968,31.52,24.473126521544472,66.3,-6.836641630944273,0.6414376985730865,6.866666666666666,95.36,4.442264300223883,463.1637648291403,121.72889,24.82317,458.45,19.165531419189,1253.6645828744108
23.0,2021-09-06 11:00:23.000001,964.754062,31.42,24.453584829344926,66.6,-4.806123973833574,0.7827269930652971,4.8694444444444445,99.25,2.1820686321393623,465.34583346127965,121.72883,24.82318,461.42,19.148110479090647,1253.664226587836
24.0,2021-09-06 11:00:24.000001,964.468203,31.33,24.418159224959673,66.8,-5.424451370978897,-0.5270932781635267,5.45,84.44999999999997,2.61737729910152,467.9632107603812,121.72878,24.82318,464.66,19.113429490777257,1253.6639885985678
25.0,2021-09-06 11:00:25.000001,964.100468,31.22,24.388423050372047,67.1,-6.0568325722498795,-0.567206872470129,6.083333333333332,84.64999999999998,3.3674584820695372,471.3306692424507,121.72873,24.82317,468.9,19.086985010400603,1253.6638213089805
26.0,2021-09-06 11:00:26.000001,963.714921,31.12,24.39254083022561,67.5,-3.1944005236304447,0.18922287026028844,3.2,93.39,3.5336255412146897,474.8642947836654,121.72869,24.82318,470.83,19.099599562234047,1253.6635602156073
27.0,2021-09-06 11:00:27.000001,963.441953,31.01,24.337240008179556,67.7,-6.473274451185567,1.183397354814224,6.580555555555557,100.36,2.489931904162404,477.3542266878278,121.72863999999998,24.82319,474.11,19.042127815210733,1253.6632515232197
