duration,time,P,T,RH,WS,WD,LON,LAT,GPS_Z,IF
108.0,2021-09-06 11:01:48.000001,941.5996869999999,27.2,81.3,3.3722222222222222,97.60000000000002,121.72523999999999,24.82326,678.77,1.0
109.0,2021-09-06 11:01:49.000001,941.3627339999999,27.18,81.4,3.8166666666666664,98.12,121.7252,24.82326,680.88,1.0
110.0,2021-09-06 11:01:50.000001,941.145781,27.17,81.5,4.1194444444444445,99.97000000000003,121.72516,24.82327,683.26,1.0
111.0,2021-09-06 11:01:51.000001,940.972031,27.15,81.6,3.738888888888889,85.44,121.72511999999999,24.82327,685.3,1.0
112.0,2021-09-06 11:01:52.000001,940.6453119999999,27.12,81.7,5.45,104.57999999999998,121.72508,24.82327,687.62,1.0
113.0,2021-09-06 11:01:53.000001,940.377109,27.11,81.8,3.05,103.75999999999999,121.72503999999999,24.82329,690.18,1.0
114.0,2021-09-06 11:01:54.000001,940.1839060000001,27.09,81.9,2.7055555555555557,83.08999999999997,121.72502,24.82328,692.76,1.0
115.0,2021-09-06 11:01:55.000001,939.9521869999999,27.04,82.0,6.277777777777778,100.80000000000001,121.72497,24.82328,694.06,1.0
116.0,2021-09-06 11:01:56.000001,939.762343,27.04,82.1,3.533333333333333,100.12,121.72493,24.82329,696.16,1.0
117.0,2021-09-06 11:01:57.000001,939.491718,27.0,82.2,2.7055555555555557,97.54000000000002,121.7249,24.82329,698.81,1.0
118.0,2021-09-06 11:01:58.000001,939.211406,26.97,82.3,4.855555555555555,104.41000000000003,121.72486,24.8233,701.65,1.0
119.0,2021-09-06 11:01:59.000001,939.003984,26.96,82.4,4.313888888888888,83.25,121.72482,24.8233,703.94,1.0
120.0,2021-09-06 11:02:00.000001,938.6945310000001,26.94,82.5,3.6805555555555554,89.08999999999997,121.72478000000001,24.82329,705.92,1.0
122.0,2021-09-06 11:02:02.000001,938.083593,26.91,82.6,5.363888888888888,71.28999999999996,121.72471000000002,24.82329,711.34,1.0
123.0,2021-09-06 11:02:03.000001,937.826328,26.9,82.6,3.0305555555555554,80.16000000000003,121.72466999999999,24.82329,714.17,1.0
124.0,2021-09-06 11:02:04.000001,937.6375,26.88,82.7,4.9111111111111105,97.99000000000001,121.72463,24.8233,716.55,1.0
125.0,2021-09-06 11:02:05.000001,937.3550779999999,26.87,82.8,4.936111111111111,73.19,121.72458999999999,24.82329,718.82,1.0
126.0,2021-09-06 11:02:06.000001,938.4059369999999,26.92,82.5,3.5277777777777777,101.19,121.72475,24.8233,708.65,1.0
